run_index,runtime_s,params_json,regions_total,regions_dim1,best_f1_dim1,best_precision_dim1,regions_dim2,best_f1_dim2,best_precision_dim2,regions_dim3,best_f1_dim3,best_precision_dim3,regions_dim4,best_f1_dim4,best_precision_dim4,regions_dim5,best_f1_dim5,best_precision_dim5,regions_dim6,best_f1_dim6,best_precision_dim6,regions_dim7,best_f1_dim7,best_precision_dim7,regions_dim8,best_f1_dim8,best_precision_dim8,regions_dim9,best_f1_dim9,best_precision_dim9,regions_dim10,best_f1_dim10,best_precision_dim10,regions_dim11,best_f1_dim11,best_precision_dim11,regions_dim12,best_f1_dim12,best_precision_dim12,regions_dim13,best_f1_dim13,best_precision_dim13,regions_dim14,best_f1_dim14,best_precision_dim14,regions_dim15,best_f1_dim15,best_precision_dim15,regions_dim16,best_f1_dim16,best_precision_dim16,regions_dim17,best_f1_dim17,best_precision_dim17,regions_dim18,best_f1_dim18,best_precision_dim18,regions_dim19,best_f1_dim19,best_precision_dim19,regions_dim20,best_f1_dim20,best_precision_dim20,regions_dim21,best_f1_dim21,best_precision_dim21,regions_dim22,best_f1_dim22,best_precision_dim22,regions_dim23,best_f1_dim23,best_precision_dim23,regions_dim24,best_f1_dim24,best_precision_dim24,regions_dim25,best_f1_dim25,best_precision_dim25
0,8.316504,"{""consider_dims_up_to"": 2, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""min_lift_prec"": 1.1, ""min_rel_gain_f1"": 0.02, ""min_support"": 350, ""rng_seed"": 11}",100,50,0.631078,0.862721,50,0.681282,0.913259,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000
