experiment_id,dataset_config,hyperparam_id,hyperparams,hyperparam_pool,mode,label,time_s,avg_f1,avg_precision,avg_recall,avg_lift_precision,total_rules,class_0_total_rules,class_1_total_rules,class_2_total_rules,class_0_f1,class_0_precision,class_0_recall,class_0_lift_precision,class_1_f1,class_1_precision,class_1_recall,class_1_lift_precision,class_2_f1,class_2_precision,class_2_recall,class_2_lift_precision
3,"{'n_per_cluster': 153, 'std_class1': 0.49592636847790067, 'std_other': 0.861462442588915, 'a': 2.9616734097065787, 'random_state': 2}",3,"{'max_planes': 16, 'beam_width': 72, 'min_size': 1, 'max_candidates_per_class': 1600, 'max_rules_per_class': 2000, 'lift_min': 0.2, 'top_k_floor_per_dim': 22, 'max_clause_candidates': 700, 'clause_beam_width': 96, 'clause_iterations': 1300, 'clause_diverse_topk': 300, 'clause_overlap_max': 0.97, 'max_clauses': 10, 'max_dnf_rules_per_class': 14}",default,and_or_greedy,find_comb_dim_spaces_full,1.6388306349999766,0.5888883139283644,0.6463704621580488,0.7304180931631912,2.9908873447378985,42.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846153,1.0,0.4444444444444444,1.3333333333333333
3,"{'n_per_cluster': 153, 'std_class1': 0.49592636847790067, 'std_other': 0.861462442588915, 'a': 2.9616734097065787, 'random_state': 2}",1,"{'max_planes': 16, 'beam_width': 84, 'min_size': 1, 'max_candidates_per_class': 1800, 'max_rules_per_class': 2400, 'lift_min': 0.2, 'top_k_floor_per_dim': 24, 'max_clause_candidates': 800, 'clause_beam_width': 96, 'clause_iterations': 1400, 'clause_diverse_topk': 320, 'clause_overlap_max': 0.97, 'max_clauses': 10, 'max_dnf_rules_per_class': 16}",aggressive,and_or_beam,find_comb_dim_spaces_full,3.238548469000307,0.4853996745017186,0.9051636934305188,0.3453159041394335,5.019087325221929,48.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.6153846153846153,1.0,0.4444444444444444,1.3333333333333333,0.6153846153846152,1.0,0.4444444444444445,1.3333333333333333
3,"{'n_per_cluster': 153, 'std_class1': 0.49592636847790067, 'std_other': 0.861462442588915, 'a': 2.9616734097065787, 'random_state': 2}",3,"{'max_planes': 16, 'beam_width': 72, 'min_size': 1, 'max_candidates_per_class': 1600, 'max_rules_per_class': 2000, 'lift_min': 0.2, 'top_k_floor_per_dim': 22, 'max_clause_candidates': 700, 'clause_beam_width': 96, 'clause_iterations': 1300, 'clause_diverse_topk': 300, 'clause_overlap_max': 0.97, 'max_clauses': 10, 'max_dnf_rules_per_class': 14}",default,and_or_random,find_comb_dim_spaces_full,2.1075942489997033,0.5326339240053085,0.7011587289455935,0.5889615105301379,3.3901006462424963,42.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.5214261902428152,0.9992354740061162,0.35566448801742917,1.3323139653414882,0.6316812439704624,0.716697947693716,0.7127814088598403,2.183130604186282
3,"{'n_per_cluster': 153, 'std_class1': 0.49592636847790067, 'std_other': 0.861462442588915, 'a': 2.9616734097065787, 'random_state': 2}",3,"{'max_planes': 16, 'beam_width': 72, 'min_size': 1, 'max_candidates_per_class': 1600, 'max_rules_per_class': 2000, 'lift_min': 0.2, 'top_k_floor_per_dim': 22, 'max_clause_candidates': 700, 'clause_beam_width': 96, 'clause_iterations': 1300, 'clause_diverse_topk': 300, 'clause_overlap_max': 0.97, 'max_clauses': 10, 'max_dnf_rules_per_class': 14}",default,and_or_diverse,find_comb_dim_spaces_full,1.7816543609997098,0.5372547726766201,0.5383105778688893,0.8318809005083516,2.1902837796614523,30.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6153846153846153,1.0,0.4444444444444444,1.3333333333333333,0.8411591496753368,0.99778895595797,0.7276688453159041,1.3303852746106268
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",1,"{'max_planes': 12, 'beam_width': 60, 'min_size': 2, 'max_candidates_per_class': 1200, 'max_rules_per_class': 1500, 'lift_min': 0.3, 'top_k_floor_per_dim': 18}",default,find_comb_dim_spaces,find_comb_dim_spaces,1.6643975090000822,0.38894487395143085,0.4451533476223482,0.6509043693571278,2.1175392205425405,83.0,0.0,60.0,14.0,0.0,0.0,0.0,0.0,0.36586879024017466,0.41352224613749755,0.6748538011695907,1.3110768438298412,0.47117484409961913,0.37327092077758284,0.728249194414608,2.9861673662206627
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",1,"{'max_planes': 12, 'beam_width': 60, 'min_size': 2, 'max_candidates_per_class': 1200, 'max_rules_per_class': 1500, 'lift_min': 0.3, 'top_k_floor_per_dim': 18, 'max_clause_candidates': 500, 'clause_beam_width': 72, 'clause_iterations': 900, 'clause_diverse_topk': 200, 'clause_overlap_max': 0.92, 'max_clauses': 8, 'max_dnf_rules_per_class': 10}",default,and,find_comb_dim_spaces_full,1.623630943000535,0.38894487395143085,0.4451533476223482,0.6509043693571278,2.1175392205425405,83.0,0.0,60.0,14.0,0.0,0.0,0.0,0.0,0.36586879024017466,0.41352224613749755,0.6748538011695907,1.3110768438298412,0.47117484409961913,0.37327092077758284,0.728249194414608,2.9861673662206627
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",2,"{'max_planes': 20, 'beam_width': 96, 'min_size': 1, 'max_candidates_per_class': 2200, 'max_rules_per_class': 2600, 'lift_min': 0.15, 'top_k_floor_per_dim': 26, 'max_clause_candidates': 1000, 'clause_beam_width': 120, 'clause_iterations': 1600, 'clause_diverse_topk': 400, 'clause_overlap_max': 0.98, 'max_clauses': 12, 'max_dnf_rules_per_class': 18}",aggressive,or,find_comb_dim_spaces_full,6.254655607000132,0.42045604128735686,0.4583852337346114,0.6656477642704892,1.2185475321555652,107.0,0.0,87.0,15.0,0.0,0.0,0.0,0.0,0.37271835821136656,0.4004699901275058,0.6385648028116266,1.1782834722556843,0.588156993220418,0.6766748916107584,0.7721804511278195,1.4182593948578308
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",1,"{'max_planes': 12, 'beam_width': 60, 'min_size': 2, 'max_candidates_per_class': 1200, 'max_rules_per_class': 1500, 'lift_min': 0.3, 'top_k_floor_per_dim': 18, 'max_clause_candidates': 500, 'clause_beam_width': 72, 'clause_iterations': 900, 'clause_diverse_topk': 200, 'clause_overlap_max': 0.92, 'max_clauses': 8, 'max_dnf_rules_per_class': 10}",default,dnf,find_comb_dim_spaces_full,2.060828730999674,0.5686738642285809,0.8878218237766765,0.4673350041771093,4.880352367991192,30.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.5249537892791127,1.0,0.3558897243107769,1.3333333333333333,0.731715996107552,1.0,0.5783904204956838,1.3333333333333333
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",1,"{'max_planes': 12, 'beam_width': 60, 'min_size': 2, 'max_candidates_per_class': 1200, 'max_rules_per_class': 1500, 'lift_min': 0.3, 'top_k_floor_per_dim': 18, 'max_clause_candidates': 500, 'clause_beam_width': 72, 'clause_iterations': 900, 'clause_diverse_topk': 200, 'clause_overlap_max': 0.92, 'max_clauses': 8, 'max_dnf_rules_per_class': 10}",default,and_or_greedy,find_comb_dim_spaces_full,1.5899071640005786,0.6475733240748377,0.7441810545687344,0.6944862155388472,3.763715320564827,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7970999649533341,0.9934491766817516,0.6682778374507697,1.3245989022423355
4,"{'n_per_cluster': 133, 'std_class1': 0.32348938032063895, 'std_other': 0.838484558634094, 'a': 2.692386667037586, 'random_state': 3}",2,"{'max_planes': 20, 'beam_width': 96, 'min_size': 1, 'max_candidates_per_class': 2200, 'max_rules_per_class': 2600, 'lift_min': 0.15, 'top_k_floor_per_dim': 26, 'max_clause_candidates': 1000, 'clause_beam_width': 120, 'clause_iterations': 1600, 'clause_diverse_topk': 400, 'clause_overlap_max': 0.98, 'max_clauses': 12, 'max_dnf_rules_per_class': 18}",aggressive,and_or_beam,find_comb_dim_spaces_full,5.248694064999654,0.5423277828241932,0.9200486008538605,0.42142393019586005,5.1388315224369725,54.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.4904241879071434,1.0,0.3262322472848789,1.3333333333333333,0.7539530487411806,0.9995511669658885,0.6079782790309106,1.3327348892878517
