mode,max_planes,beam_width,max_candidates_per_class,max_rules_per_class,max_clauses,clause_beam_width,clause_iterations,clause_diverse_topk,clause_overlap_max,elapsed_s,rules_class4,total_rules
base,12,36,600,720,2,16,120,40,0.70,0.0019,12,12
base,12,36,600,720,2,16,120,40,0.80,0.0018,12,12
base,12,36,600,720,2,16,180,30,0.60,0.0019,12,12
base,12,36,600,720,2,16,180,30,0.70,0.0018,12,12
base,12,36,600,720,2,16,180,30,0.80,0.0017,12,12
base,12,36,600,720,2,16,180,40,0.60,0.0018,12,12
base,12,36,600,720,2,16,180,40,0.70,0.0018,12,12
base,12,36,600,720,2,16,180,40,0.80,0.0020,12,12
base,12,36,600,720,3,12,120,30,0.60,0.0017,12,12
base,12,36,600,720,3,12,120,30,0.70,0.0019,12,12
base,12,36,600,720,3,12,120,30,0.80,0.0017,12,12
base,12,36,600,720,3,12,120,40,0.60,0.0018,12,12
base,12,36,600,720,3,12,120,40,0.70,0.0017,12,12
base,12,36,600,720,3,12,120,40,0.80,0.0017,12,12
base,12,36,600,720,3,12,180,30,0.60,0.0017,12,12
base,12,36,600,720,3,12,180,30,0.70,0.0017,12,12
base,12,36,600,720,3,12,180,30,0.80,0.0019,12,12
base,12,36,600,720,3,12,180,40,0.60,0.0018,12,12
base,12,36,600,720,3,12,180,40,0.70,0.0017,12,12
base,12,36,600,720,3,12,180,40,0.80,0.0017,12,12
base,12,36,600,720,3,16,120,30,0.60,0.0018,12,12
base,12,36,600,720,3,16,120,30,0.70,0.0018,12,12
base,12,36,600,720,3,16,120,30,0.80,0.0017,12,12
base,12,36,600,720,3,16,120,40,0.60,0.0017,12,12
base,12,36,600,720,3,16,120,40,0.70,0.0017,12,12
base,12,36,600,720,3,16,120,40,0.80,0.0018,12,12
base,12,36,600,720,3,16,180,30,0.60,0.0016,12,12
base,12,36,600,720,3,16,180,30,0.70,0.0019,12,12
base,12,36,600,720,3,16,180,30,0.80,0.0019,12,12
base,12,36,600,720,3,16,180,40,0.60,0.0021,12,12
base,12,36,600,720,3,16,180,40,0.70,0.0018,12,12
base,12,36,600,720,3,16,180,40,0.80,0.0019,12,12
base,12,36,600,720,4,12,120,30,0.60,0.0017,12,12
base,12,36,600,720,4,12,120,30,0.70,0.0019,12,12
base,12,36,600,720,4,12,120,30,0.80,0.0020,12,12
base,12,36,600,720,4,12,120,40,0.60,0.0020,12,12
base,12,36,600,720,4,12,120,40,0.70,0.0018,12,12
base,12,36,600,720,4,12,120,40,0.80,0.0018,12,12
base,12,36,600,720,4,12,180,30,0.60,0.0020,12,12
base,12,36,600,720,4,12,180,30,0.70,0.0018,12,12
base,12,36,600,720,4,12,180,30,0.80,0.0018,12,12
base,12,36,600,720,4,12,180,40,0.60,0.0020,12,12
base,12,36,600,720,4,12,180,40,0.70,0.0022,12,12
base,12,36,600,720,4,12,180,40,0.80,0.0022,12,12
base,12,36,600,720,4,16,120,30,0.60,0.0025,12,12
base,12,36,600,720,4,16,120,30,0.70,0.0024,12,12
base,12,36,600,720,4,16,120,30,0.80,0.0021,12,12
base,12,36,600,720,4,16,120,40,0.60,0.0023,12,12
base,12,36,600,720,4,16,120,40,0.70,0.0018,12,12
base,12,36,600,720,4,16,120,40,0.80,0.0022,12,12
base,12,36,600,720,4,16,180,30,0.60,0.0021,12,12
base,12,36,600,720,4,16,180,30,0.70,0.0025,12,12
base,12,36,600,720,4,16,180,30,0.80,0.0017,12,12
base,12,36,600,720,4,16,180,40,0.60,0.0016,12,12
base,12,36,600,720,4,16,180,40,0.70,0.0016,12,12
base,12,36,600,720,4,16,180,40,0.80,0.0019,12,12
base,12,48,300,480,2,12,120,30,0.60,0.0016,12,12
base,12,48,300,480,2,12,120,30,0.70,0.0017,12,12
base,12,48,300,480,2,12,120,30,0.80,0.0016,12,12
base,12,48,300,480,2,12,120,40,0.60,0.0019,12,12
base,12,48,300,480,2,12,120,40,0.70,0.0020,12,12
base,12,48,300,480,2,12,120,40,0.80,0.0020,12,12
base,12,48,300,480,2,12,180,30,0.60,0.0018,12,12
base,12,48,300,480,2,12,180,30,0.70,0.0022,12,12
base,12,48,300,480,2,12,180,30,0.80,0.0018,12,12
base,12,48,300,480,2,12,180,40,0.60,0.0018,12,12
base,12,48,300,480,2,12,180,40,0.70,0.0017,12,12
base,12,48,300,480,2,12,180,40,0.80,0.0026,12,12
base,12,48,300,480,2,16,120,30,0.60,0.0018,12,12
base,12,48,300,480,2,16,120,30,0.70,0.0022,12,12
base,12,48,300,480,2,16,120,30,0.80,0.0022,12,12
base,12,48,300,480,2,16,120,40,0.60,0.0018,12,12
base,12,48,300,480,2,16,120,40,0.70,0.0024,12,12
base,12,48,300,480,2,16,120,40,0.80,0.0020,12,12
base,12,48,300,480,2,16,180,30,0.60,0.0023,12,12
base,12,48,300,480,2,16,180,30,0.70,0.0025,12,12
base,12,48,300,480,2,16,180,30,0.80,0.0023,12,12
base,12,48,300,480,2,16,180,40,0.60,0.0020,12,12
base,12,48,300,480,2,16,180,40,0.70,0.0024,12,12
base,12,48,300,480,2,16,180,40,0.80,0.0018,12,12
base,12,48,300,480,3,12,120,30,0.60,0.0022,12,12
base,12,48,300,480,3,12,120,30,0.70,0.0019,12,12
base,12,48,300,480,3,12,120,30,0.80,0.0025,12,12
base,12,48,300,480,3,12,120,40,0.60,0.0016,12,12
base,12,48,300,480,3,12,120,40,0.70,0.0017,12,12
base,12,48,300,480,3,12,120,40,0.80,0.0016,12,12
base,12,48,300,480,3,12,180,30,0.60,0.0018,12,12
base,12,48,300,480,3,12,180,30,0.70,0.0017,12,12
base,12,48,300,480,3,12,180,30,0.80,0.0017,12,12
base,12,48,300,480,3,12,180,40,0.60,0.0028,12,12
base,12,48,300,480,3,12,180,40,0.70,0.0026,12,12
base,12,48,300,480,3,12,180,40,0.80,0.0019,12,12
base,12,48,300,480,3,16,120,30,0.60,0.0019,12,12
base,12,48,300,480,3,16,120,30,0.70,0.0018,12,12
base,12,48,300,480,3,16,120,30,0.80,0.0018,12,12
base,12,48,300,480,3,16,120,40,0.60,0.0017,12,12
base,12,48,300,480,3,16,120,40,0.70,0.0016,12,12
base,12,48,300,480,3,16,120,40,0.80,0.0017,12,12
base,12,48,300,480,3,16,180,30,0.60,0.0016,12,12
base,12,48,300,480,3,16,180,30,0.70,0.0018,12,12
base,12,48,300,480,3,16,180,30,0.80,0.0016,12,12
base,12,48,300,480,3,16,180,40,0.60,0.0019,12,12
base,12,48,300,480,3,16,180,40,0.70,0.0017,12,12
base,12,48,300,480,3,16,180,40,0.80,0.0017,12,12
base,12,48,300,480,4,12,120,30,0.60,0.0017,12,12
base,12,48,300,480,4,12,120,30,0.70,0.0016,12,12
base,12,48,300,480,4,12,120,30,0.80,0.0018,12,12
base,12,48,300,480,4,12,120,40,0.60,0.0017,12,12
base,12,48,300,480,4,12,120,40,0.70,0.0017,12,12
base,12,48,300,480,4,12,120,40,0.80,0.0016,12,12
base,12,48,300,480,4,12,180,30,0.60,0.0017,12,12
base,12,48,300,480,4,12,180,30,0.70,0.0016,12,12
base,12,48,300,480,4,12,180,30,0.80,0.0016,12,12
base,12,48,300,480,4,12,180,40,0.60,0.0017,12,12
base,12,48,300,480,4,12,180,40,0.70,0.0016,12,12
base,12,48,300,480,4,12,180,40,0.80,0.0017,12,12
base,12,48,300,480,4,16,120,30,0.60,0.0017,12,12
base,12,48,300,480,4,16,120,30,0.70,0.0018,12,12
base,12,48,300,480,4,16,120,30,0.80,0.0017,12,12
base,12,48,300,480,4,16,120,40,0.60,0.0018,12,12
base,12,48,300,480,4,16,120,40,0.70,0.0018,12,12
base,12,48,300,480,4,16,120,40,0.80,0.0017,12,12
base,12,48,300,480,4,16,180,30,0.60,0.0019,12,12
base,12,48,300,480,4,16,180,30,0.70,0.0018,12,12
base,12,48,300,480,4,16,180,30,0.80,0.0018,12,12
base,12,48,300,480,4,16,180,40,0.60,0.0018,12,12
base,12,48,300,480,4,16,180,40,0.70,0.0018,12,12
base,12,48,300,480,4,16,180,40,0.80,0.0017,12,12
base,12,48,300,720,2,12,120,30,0.60,0.0019,12,12
base,12,48,300,720,2,12,120,30,0.70,0.0016,12,12
base,12,48,300,720,2,12,120,30,0.80,0.0018,12,12
base,12,48,300,720,2,12,120,40,0.60,0.0019,12,12
base,12,48,300,720,2,12,120,40,0.70,0.0021,12,12
base,12,48,300,720,2,12,120,40,0.80,0.0019,12,12
base,12,48,300,720,2,12,180,30,0.60,0.0019,12,12
base,12,48,300,720,2,12,180,30,0.70,0.0020,12,12
base,12,48,300,720,2,12,180,30,0.80,0.0019,12,12
base,12,48,300,720,2,12,180,40,0.60,0.0019,12,12
base,12,48,300,720,2,12,180,40,0.70,0.0018,12,12
base,12,48,300,720,2,12,180,40,0.80,0.0019,12,12
base,12,48,300,720,2,16,120,30,0.60,0.0019,12,12
base,12,48,300,720,2,16,120,30,0.70,0.0019,12,12
base,12,48,300,720,2,16,120,30,0.80,0.0017,12,12
base,12,48,300,720,2,16,120,40,0.60,0.0019,12,12
base,12,48,300,720,2,16,120,40,0.70,0.0017,12,12
base,12,48,300,720,2,16,120,40,0.80,0.0020,12,12
base,12,48,300,720,2,16,180,30,0.60,0.0017,12,12
base,12,48,300,720,2,16,180,30,0.70,0.0026,12,12
base,12,48,300,720,2,16,180,30,0.80,0.0019,12,12
base,12,48,300,720,2,16,180,40,0.60,0.0018,12,12
base,12,48,300,720,2,16,180,40,0.70,0.0016,12,12
base,12,48,300,720,2,16,180,40,0.80,0.0017,12,12
base,12,48,300,720,3,12,120,30,0.60,0.0016,12,12
base,12,48,300,720,3,12,120,30,0.70,0.0015,12,12
base,12,48,300,720,3,12,120,30,0.80,0.0017,12,12
base,12,48,300,720,3,12,120,40,0.60,0.0015,12,12
base,12,48,300,720,3,12,120,40,0.70,0.0018,12,12
base,12,48,300,720,3,12,120,40,0.80,0.0015,12,12
base,12,48,300,720,3,12,180,30,0.60,0.0016,12,12
base,12,48,300,720,3,12,180,30,0.70,0.0017,12,12
base,12,48,300,720,3,12,180,30,0.80,0.0015,12,12
base,12,48,300,720,3,12,180,40,0.60,0.0017,12,12
base,12,48,300,720,3,12,180,40,0.70,0.0016,12,12
base,12,48,300,720,3,12,180,40,0.80,0.0016,12,12
base,12,48,300,720,3,16,120,30,0.60,0.0016,12,12
base,12,48,300,720,3,16,120,30,0.70,0.0016,12,12
base,12,48,300,720,3,16,120,30,0.80,0.0017,12,12
base,12,48,300,720,3,16,120,40,0.60,0.0015,12,12
base,12,48,300,720,3,16,120,40,0.70,0.0017,12,12
base,12,48,300,720,3,16,120,40,0.80,0.0017,12,12
base,12,48,300,720,3,16,180,30,0.60,0.0017,12,12
base,12,48,300,720,3,16,180,30,0.70,0.0016,12,12
base,12,48,300,720,3,16,180,30,0.80,0.0015,12,12
base,12,48,300,720,3,16,180,40,0.60,0.0016,12,12
base,12,48,300,720,3,16,180,40,0.70,0.0015,12,12
base,12,48,300,720,3,16,180,40,0.80,0.0016,12,12
base,12,48,300,720,4,12,120,30,0.60,0.0017,12,12
base,12,48,300,720,4,12,120,30,0.70,0.0016,12,12
base,12,48,300,720,4,12,120,30,0.80,0.0017,12,12
base,12,48,300,720,4,12,120,40,0.60,0.0016,12,12
base,12,48,300,720,4,12,120,40,0.70,0.0017,12,12
base,12,48,300,720,4,12,120,40,0.80,0.0016,12,12
base,12,48,300,720,4,12,180,30,0.60,0.0017,12,12
base,12,48,300,720,4,12,180,30,0.70,0.0017,12,12
base,12,48,300,720,4,12,180,30,0.80,0.0016,12,12
base,12,48,300,720,4,12,180,40,0.60,0.0017,12,12
base,12,48,300,720,4,12,180,40,0.70,0.0015,12,12
base,12,48,300,720,4,12,180,40,0.80,0.0019,12,12
base,12,48,300,720,4,16,120,30,0.60,0.0016,12,12
base,12,48,300,720,4,16,120,30,0.70,0.0017,12,12
base,12,48,300,720,4,16,120,30,0.80,0.0017,12,12
base,12,48,300,720,4,16,120,40,0.60,0.0016,12,12
base,12,48,300,720,4,16,120,40,0.70,0.0017,12,12
base,12,48,300,720,4,16,120,40,0.80,0.0016,12,12
base,12,48,300,720,4,16,180,30,0.60,0.0017,12,12
base,12,48,300,720,4,16,180,30,0.70,0.0016,12,12
base,12,48,300,720,4,16,180,30,0.80,0.0017,12,12
base,12,48,300,720,4,16,180,40,0.60,0.0018,12,12
base,12,48,300,720,4,16,180,40,0.70,0.0017,12,12
base,12,48,300,720,4,16,180,40,0.80,0.0018,12,12
base,12,48,600,480,2,12,120,30,0.60,0.0016,12,12
base,12,48,600,480,2,12,120,30,0.70,0.0018,12,12
base,12,48,600,480,2,12,120,30,0.80,0.0017,12,12
base,12,48,600,480,2,12,120,40,0.60,0.0017,12,12
base,12,48,600,480,2,12,120,40,0.70,0.0016,12,12
base,12,48,600,480,2,12,120,40,0.80,0.0016,12,12
base,12,48,600,480,2,12,180,30,0.60,0.0018,12,12
base,12,48,600,480,2,12,180,30,0.70,0.0017,12,12
base,12,48,600,480,2,12,180,30,0.80,0.0017,12,12
base,12,48,600,480,2,12,180,40,0.60,0.0017,12,12
base,12,48,600,480,2,12,180,40,0.70,0.0017,12,12
base,12,48,600,480,2,12,180,40,0.80,0.0017,12,12
base,12,48,600,480,2,16,120,30,0.60,0.0016,12,12
base,12,48,600,480,2,16,120,30,0.70,0.0017,12,12
base,12,48,600,480,2,16,120,30,0.80,0.0016,12,12
base,12,48,600,480,2,16,120,40,0.60,0.0017,12,12
base,12,48,600,480,2,16,120,40,0.70,0.0016,12,12
base,12,48,600,480,2,16,120,40,0.80,0.0018,12,12
base,12,48,600,480,2,16,180,30,0.60,0.0017,12,12
base,12,48,600,480,2,16,180,30,0.70,0.0016,12,12
base,12,48,600,480,2,16,180,30,0.80,0.0016,12,12
base,12,48,600,480,2,16,180,40,0.60,0.0017,12,12
base,12,48,600,480,2,16,180,40,0.70,0.0018,12,12
base,12,48,600,480,2,16,180,40,0.80,0.0016,12,12
base,12,48,600,480,3,12,120,30,0.60,0.0016,12,12
base,12,48,600,480,3,12,120,30,0.70,0.0017,12,12
base,12,48,600,480,3,12,120,30,0.80,0.0016,12,12
base,12,48,600,480,3,12,120,40,0.60,0.0018,12,12
base,12,48,600,480,3,12,120,40,0.70,0.0016,12,12
base,12,48,600,480,3,12,120,40,0.80,0.0017,12,12
base,12,48,600,480,3,12,180,30,0.60,0.0016,12,12
base,12,48,600,480,3,12,180,30,0.70,0.0016,12,12
base,12,48,600,480,3,12,180,30,0.80,0.0017,12,12
base,12,48,600,480,3,12,180,40,0.60,0.0016,12,12
base,12,48,600,480,3,12,180,40,0.70,0.0019,12,12
base,12,48,600,480,3,12,180,40,0.80,0.0015,12,12
base,12,48,600,480,3,16,120,30,0.60,0.0018,12,12
base,12,48,600,480,3,16,120,30,0.70,0.0017,12,12
base,12,48,600,480,3,16,120,30,0.80,0.0017,12,12
base,12,48,600,480,3,16,120,40,0.60,0.0017,12,12
base,12,48,600,480,3,16,120,40,0.70,0.0015,12,12
base,12,48,600,480,3,16,120,40,0.80,0.0017,12,12
base,12,48,600,480,3,16,180,30,0.60,0.0016,12,12
base,12,48,600,480,3,16,180,30,0.70,0.0017,12,12
base,12,48,600,480,3,16,180,30,0.80,0.0017,12,12
base,12,48,600,480,3,16,180,40,0.60,0.0016,12,12
base,12,48,600,480,3,16,180,40,0.70,0.0018,12,12
base,12,48,600,480,3,16,180,40,0.80,0.0016,12,12
base,12,48,600,480,4,12,120,30,0.60,0.0019,12,12
base,12,48,600,480,4,12,120,30,0.70,0.0016,12,12
base,12,48,600,480,4,12,120,30,0.80,0.0018,12,12
base,12,48,600,480,4,12,120,40,0.60,0.0016,12,12
base,12,48,600,480,4,12,120,40,0.70,0.0016,12,12
base,12,48,600,480,4,12,120,40,0.80,0.0017,12,12
base,12,48,600,480,4,12,180,30,0.60,0.0016,12,12
base,12,48,600,480,4,12,180,30,0.70,0.0017,12,12
base,12,48,600,480,4,12,180,30,0.80,0.0016,12,12
base,12,48,600,480,4,12,180,40,0.60,0.0018,12,12
base,12,48,600,480,4,12,180,40,0.70,0.0016,12,12
base,12,48,600,480,4,12,180,40,0.80,0.0016,12,12
base,12,48,600,480,4,16,120,30,0.60,0.0017,12,12
base,12,48,600,480,4,16,120,30,0.70,0.0016,12,12
base,12,48,600,480,4,16,120,30,0.80,0.0017,12,12
base,12,48,600,480,4,16,120,40,0.60,0.0016,12,12
base,12,48,600,480,4,16,120,40,0.70,0.0016,12,12
base,12,48,600,480,4,16,120,40,0.80,0.0016,12,12
base,12,48,600,480,4,16,180,30,0.60,0.0015,12,12
base,12,48,600,480,4,16,180,30,0.70,0.0016,12,12
base,12,48,600,480,4,16,180,30,0.80,0.0015,12,12
base,12,48,600,480,4,16,180,40,0.60,0.0017,12,12
base,12,48,600,480,4,16,180,40,0.70,0.0017,12,12
base,12,48,600,480,4,16,180,40,0.80,0.0015,12,12
base,12,48,600,720,2,12,120,30,0.60,0.0016,12,12
base,12,48,600,720,2,12,120,30,0.70,0.0015,12,12
base,12,48,600,720,2,12,120,30,0.80,0.0015,12,12
base,12,48,600,720,2,12,120,40,0.60,0.0015,12,12
base,12,48,600,720,2,12,120,40,0.70,0.0015,12,12
base,12,48,600,720,2,12,120,40,0.80,0.0018,12,12
base,12,48,600,720,2,12,180,30,0.60,0.0015,12,12
base,12,48,600,720,2,12,180,30,0.70,0.0016,12,12
base,12,48,600,720,2,12,180,30,0.80,0.0015,12,12
base,12,48,600,720,2,12,180,40,0.60,0.0016,12,12
base,12,48,600,720,2,12,180,40,0.70,0.0017,12,12
base,12,48,600,720,2,12,180,40,0.80,0.0015,12,12
base,12,48,600,720,2,16,120,30,0.60,0.0016,12,12
base,12,48,600,720,2,16,120,30,0.70,0.0015,12,12
base,12,48,600,720,2,16,120,30,0.80,0.0015,12,12
base,12,48,600,720,2,16,120,40,0.60,0.0016,12,12
base,12,48,600,720,2,16,120,40,0.70,0.0015,12,12
base,12,48,600,720,2,16,120,40,0.80,0.0015,12,12
base,12,48,600,720,2,16,180,30,0.60,0.0016,12,12
base,12,48,600,720,2,16,180,30,0.70,0.0015,12,12
base,12,48,600,720,2,16,180,30,0.80,0.0016,12,12
base,12,48,600,720,2,16,180,40,0.60,0.0016,12,12
base,12,48,600,720,2,16,180,40,0.70,0.0016,12,12
base,12,48,600,720,2,16,180,40,0.80,0.0015,12,12
base,12,48,600,720,3,12,120,30,0.60,0.0015,12,12
base,12,48,600,720,3,12,120,30,0.70,0.0016,12,12
base,12,48,600,720,3,12,120,30,0.80,0.0015,12,12
base,12,48,600,720,3,12,120,40,0.60,0.0015,12,12
base,12,48,600,720,3,12,120,40,0.70,0.0016,12,12
base,12,48,600,720,3,12,120,40,0.80,0.0016,12,12
base,12,48,600,720,3,12,180,30,0.60,0.0016,12,12
base,12,48,600,720,3,12,180,30,0.70,0.0015,12,12
base,12,48,600,720,3,12,180,30,0.80,0.0015,12,12
base,12,48,600,720,3,12,180,40,0.60,0.0016,12,12
base,12,48,600,720,3,12,180,40,0.70,0.0017,12,12
base,12,48,600,720,3,12,180,40,0.80,0.0016,12,12
base,12,48,600,720,3,16,120,30,0.60,0.0016,12,12
base,12,48,600,720,3,16,120,30,0.70,0.0015,12,12
base,12,48,600,720,3,16,120,30,0.80,0.0015,12,12
base,12,48,600,720,3,16,120,40,0.60,0.0015,12,12
base,12,48,600,720,3,16,120,40,0.70,0.0016,12,12
base,12,48,600,720,3,16,120,40,0.80,0.0016,12,12
base,12,48,600,720,3,16,180,30,0.60,0.0015,12,12
base,12,48,600,720,3,16,180,30,0.70,0.0016,12,12
base,12,48,600,720,3,16,180,30,0.80,0.0015,12,12
base,12,48,600,720,3,16,180,40,0.60,0.0016,12,12
base,12,48,600,720,3,16,180,40,0.70,0.0015,12,12
base,12,48,600,720,3,16,180,40,0.80,0.0015,12,12
base,12,48,600,720,4,12,120,30,0.60,0.0016,12,12
base,12,48,600,720,4,12,120,30,0.70,0.0015,12,12
base,12,48,600,720,4,12,120,30,0.80,0.0016,12,12
base,12,48,600,720,4,12,120,40,0.60,0.0016,12,12
base,12,48,600,720,4,12,120,40,0.70,0.0015,12,12
base,12,48,600,720,4,12,120,40,0.80,0.0017,12,12
base,12,48,600,720,4,12,180,30,0.60,0.0015,12,12
base,12,48,600,720,4,12,180,30,0.70,0.0016,12,12
base,12,48,600,720,4,12,180,30,0.80,0.0015,12,12
base,12,48,600,720,4,12,180,40,0.60,0.0015,12,12
base,12,48,600,720,4,12,180,40,0.70,0.0016,12,12
base,12,48,600,720,4,12,180,40,0.80,0.0015,12,12
base,12,48,600,720,4,16,120,30,0.60,0.0016,12,12
base,12,48,600,720,4,16,120,30,0.70,0.0016,12,12
base,12,48,600,720,4,16,120,30,0.80,0.0016,12,12
base,12,48,600,720,4,16,120,40,0.60,0.0017,12,12
base,12,48,600,720,4,16,120,40,0.70,0.0015,12,12
base,12,48,600,720,4,16,120,40,0.80,0.0016,12,12
base,12,48,600,720,4,16,180,30,0.60,0.0017,12,12
base,12,48,600,720,4,16,180,30,0.70,0.0015,12,12
base,12,48,600,720,4,16,180,30,0.80,0.0015,12,12
base,12,48,600,720,4,16,180,40,0.60,0.0015,12,12
base,12,48,600,720,4,16,180,40,0.70,0.0017,12,12
base,12,48,600,720,4,16,180,40,0.80,0.0015,12,12
base,14,24,300,480,2,12,120,30,0.60,0.0015,12,12
base,14,24,300,480,2,12,120,30,0.70,0.0016,12,12
base,14,24,300,480,2,12,120,30,0.80,0.0015,12,12
base,14,24,300,480,2,12,120,40,0.60,0.0016,12,12
base,14,24,300,480,2,12,120,40,0.70,0.0015,12,12
base,14,24,300,480,2,12,120,40,0.80,0.0015,12,12
base,14,24,300,480,2,12,180,30,0.60,0.0017,12,12
base,14,24,300,480,2,12,180,30,0.70,0.0017,12,12
base,14,24,300,480,2,12,180,30,0.80,0.0017,12,12
base,14,24,300,480,2,12,180,40,0.60,0.0015,12,12
base,14,24,300,480,2,12,180,40,0.70,0.0015,12,12
base,14,24,300,480,2,12,180,40,0.80,0.0017,12,12
base,14,24,300,480,2,16,120,30,0.60,0.0015,12,12
base,14,24,300,480,2,16,120,30,0.70,0.0016,12,12
base,14,24,300,480,2,16,120,30,0.80,0.0016,12,12
base,14,24,300,480,2,16,120,40,0.60,0.0016,12,12
base,14,24,300,480,2,16,120,40,0.70,0.0016,12,12
base,14,24,300,480,2,16,120,40,0.80,0.0015,12,12
base,14,24,300,480,2,16,180,30,0.60,0.0017,12,12
base,14,24,300,480,2,16,180,30,0.70,0.0015,12,12
base,14,24,300,480,2,16,180,30,0.80,0.0016,12,12
base,14,24,300,480,2,16,180,40,0.60,0.0016,12,12
base,14,24,300,480,2,16,180,40,0.70,0.0015,12,12
base,14,24,300,480,2,16,180,40,0.80,0.0017,12,12
base,14,24,300,480,3,12,120,30,0.60,0.0015,12,12
base,14,24,300,480,3,12,120,30,0.70,0.0016,12,12
base,14,24,300,480,3,12,120,30,0.80,0.0016,12,12
base,14,24,300,480,3,12,120,40,0.60,0.0015,12,12
base,14,24,300,480,3,12,120,40,0.70,0.0019,12,12
base,14,24,300,480,3,12,120,40,0.80,0.0016,12,12
base,14,24,300,480,3,12,180,30,0.60,0.0017,12,12
base,14,24,300,480,3,12,180,30,0.70,0.0016,12,12
base,14,24,300,480,3,12,180,30,0.80,0.0016,12,12
base,14,24,300,480,3,12,180,40,0.60,0.0017,12,12
base,14,24,300,480,3,12,180,40,0.70,0.0016,12,12
base,14,24,300,480,3,12,180,40,0.80,0.0017,12,12
base,14,24,300,480,3,16,120,30,0.60,0.0016,12,12
base,14,24,300,480,3,16,120,30,0.70,0.0016,12,12
base,14,24,300,480,3,16,120,30,0.80,0.0016,12,12
base,14,24,300,480,3,16,120,40,0.60,0.0017,12,12
base,14,24,300,480,3,16,120,40,0.70,0.0017,12,12
base,14,24,300,480,3,16,120,40,0.80,0.0017,12,12
base,14,24,300,480,3,16,180,30,0.60,0.0017,12,12
base,14,24,300,480,3,16,180,30,0.70,0.0017,12,12
base,14,24,300,480,3,16,180,30,0.80,0.0016,12,12
base,14,24,300,480,3,16,180,40,0.60,0.0017,12,12
base,14,24,300,480,3,16,180,40,0.70,0.0016,12,12
base,14,24,300,480,3,16,180,40,0.80,0.0017,12,12
base,14,24,300,480,4,12,120,30,0.60,0.0017,12,12
base,14,24,300,480,4,12,120,30,0.70,0.0016,12,12
base,14,24,300,480,4,12,120,30,0.80,0.0015,12,12
base,14,24,300,480,4,12,120,40,0.60,0.0015,12,12
base,14,24,300,480,4,12,120,40,0.70,0.0016,12,12
base,14,24,300,480,4,12,120,40,0.80,0.0015,12,12
base,14,24,300,480,4,12,180,30,0.60,0.0016,12,12
base,14,24,300,480,4,12,180,30,0.70,0.0016,12,12
base,14,24,300,480,4,12,180,30,0.80,0.0016,12,12
base,14,24,300,480,4,12,180,40,0.60,0.0017,12,12
base,14,24,300,480,4,12,180,40,0.70,0.0017,12,12
base,14,24,300,480,4,12,180,40,0.80,0.0017,12,12
base,14,24,300,480,4,16,120,30,0.60,0.0016,12,12
base,14,24,300,480,4,16,120,30,0.70,0.0018,12,12
base,14,24,300,480,4,16,120,30,0.80,0.0016,12,12
base,14,24,300,480,4,16,120,40,0.60,0.0015,12,12
base,14,24,300,480,4,16,120,40,0.70,0.0016,12,12
base,14,24,300,480,4,16,120,40,0.80,0.0016,12,12
base,14,24,300,480,4,16,180,30,0.60,0.0016,12,12
base,14,24,300,480,4,16,180,30,0.70,0.0017,12,12
base,14,24,300,480,4,16,180,30,0.80,0.0016,12,12
base,14,24,300,480,4,16,180,40,0.60,0.0017,12,12
base,14,24,300,480,4,16,180,40,0.70,0.0016,12,12
base,14,24,300,480,4,16,180,40,0.80,0.0016,12,12
base,14,24,300,720,2,12,120,30,0.60,0.0015,12,12
base,14,24,300,720,2,12,120,30,0.70,0.0015,12,12
base,14,24,300,720,2,12,120,30,0.80,0.0017,12,12
base,14,24,300,720,2,12,120,40,0.60,0.0016,12,12
base,14,24,300,720,2,12,120,40,0.70,0.0018,12,12
base,14,24,300,720,2,12,120,40,0.80,0.0027,12,12
base,14,24,300,720,2,12,180,30,0.60,0.0026,12,12
base,14,24,300,720,2,12,180,30,0.70,0.0017,12,12
base,14,24,300,720,2,12,180,30,0.80,0.0017,12,12
base,14,24,300,720,2,12,180,40,0.60,0.0016,12,12
base,14,24,300,720,2,12,180,40,0.70,0.0018,12,12
base,14,24,300,720,2,12,180,40,0.80,0.0016,12,12
base,14,24,300,720,2,16,120,30,0.60,0.0018,12,12
base,14,24,300,720,2,16,120,30,0.70,0.0018,12,12
base,14,24,300,720,2,16,120,30,0.80,0.0017,12,12
base,14,24,300,720,2,16,120,40,0.60,0.0017,12,12
base,14,24,300,720,2,16,120,40,0.70,0.0017,12,12
base,14,24,300,720,2,16,120,40,0.80,0.0019,12,12
base,14,24,300,720,2,16,180,30,0.60,0.0017,12,12
base,14,24,300,720,2,16,180,30,0.70,0.0018,12,12
base,14,24,300,720,2,16,180,30,0.80,0.0017,12,12
base,14,24,300,720,2,16,180,40,0.60,0.0018,12,12
base,14,24,300,720,2,16,180,40,0.70,0.0016,12,12
base,14,24,300,720,2,16,180,40,0.80,0.0017,12,12
base,14,24,300,720,3,12,120,30,0.60,0.0017,12,12
base,14,24,300,720,3,12,120,30,0.70,0.0017,12,12
base,14,24,300,720,3,12,120,30,0.80,0.0017,12,12
base,14,24,300,720,3,12,120,40,0.60,0.0017,12,12
base,14,24,300,720,3,12,120,40,0.70,0.0018,12,12
base,14,24,300,720,3,12,120,40,0.80,0.0017,12,12
base,14,24,300,720,3,12,180,30,0.60,0.0017,12,12
base,14,24,300,720,3,12,180,30,0.70,0.0016,12,12
