dataset,dataset_desc,dataset_n_samples,dataset_n_dims,run_index,finder_runtime_s,mean_f1,mean_lift_precision,total_regions,per_class,valuable_counts,params_json
corner,Corner 4D dataset canonico,200,4,30,0.067190,0.522419,1.702640,30,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 11, ""2"": 10, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.016332562089802046, ""min_abs_gain_prec"": 0.013577145790987094, ""min_lift_prec"": 1.3328689114771595, ""min_rel_gain_f1"": 0.04342951174853578, ""min_support"": 11, ""rng_seed"": 5315, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 152}"
corner,Corner 4D dataset canonico,200,4,31,0.074926,0.522419,1.702640,27,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 9, ""2"": 9, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 9, ""min_abs_gain_f1"": 0.03630456668613308, ""min_abs_gain_prec"": 0.025815017415059767, ""min_lift_prec"": 1.3905823109903883, ""min_rel_gain_f1"": 0.05135696221835832, ""min_support"": 8, ""rng_seed"": 830, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 169}"
corner,Corner 4D dataset canonico,200,4,32,0.064495,0.551692,1.662398,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 11, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.04813242073389626, ""min_abs_gain_prec"": 0.0347987103046849, ""min_lift_prec"": 1.33603224699976, ""min_rel_gain_f1"": 0.0030027087298211434, ""min_support"": 15, ""rng_seed"": 512, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 107}"
corner,Corner 4D dataset canonico,200,4,33,0.062670,0.551692,1.662398,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 11, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.013996694847297143, ""min_abs_gain_prec"": 0.03689484583478843, ""min_lift_prec"": 1.3823974594586457, ""min_rel_gain_f1"": 0.053155592760700775, ""min_support"": 14, ""rng_seed"": 7004, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 71}"
corner,Corner 4D dataset canonico,200,4,34,0.061124,0.530272,1.705683,24,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7781364243453156, ""mean_lift_precision"": 1.036230765271988}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 8, ""2"": 8, ""3"": 8}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.01709398333582008, ""min_abs_gain_prec"": 0.004707849413428006, ""min_lift_prec"": 1.0458016356672424, ""min_rel_gain_f1"": 0.010493007176645731, ""min_support"": 10, ""rng_seed"": 9827, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 134}"
corner,Corner 4D dataset canonico,200,4,35,0.074257,0.522419,1.702640,29,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 10, ""2"": 10, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 10, ""min_abs_gain_f1"": 0.0474572865795693, ""min_abs_gain_prec"": 0.013044681167085698, ""min_lift_prec"": 1.3558053510462384, ""min_rel_gain_f1"": 0.004796655011565665, ""min_support"": 12, ""rng_seed"": 9207, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 145}"
corner,Corner 4D dataset canonico,200,4,36,0.051497,0.522419,1.702640,27,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 9, ""2"": 9, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 9, ""min_abs_gain_f1"": 0.047212579856258374, ""min_abs_gain_prec"": 0.03182017987230056, ""min_lift_prec"": 1.3482075840864514, ""min_rel_gain_f1"": 0.07556743676029981, ""min_support"": 13, ""rng_seed"": 9760, ""sample_limit_per_r"": 1400, ""union_max_pairs_per_bucket"": 173}"
corner,Corner 4D dataset canonico,200,4,37,0.048288,0.551692,1.662398,16,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 8, ""2"": 8}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.0410213421885634, ""min_abs_gain_prec"": 0.01033421799383727, ""min_lift_prec"": 1.2640790610245372, ""min_rel_gain_f1"": 0.05044923393802425, ""min_support"": 10, ""rng_seed"": 5726, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 61}"
corner,Corner 4D dataset canonico,200,4,38,0.061587,0.522419,1.702640,24,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 8, ""2"": 8, ""3"": 8}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.0035594324230114496, ""min_abs_gain_prec"": 0.04224376554847273, ""min_lift_prec"": 1.1344004958145668, ""min_rel_gain_f1"": 0.054957535099892194, ""min_support"": 7, ""rng_seed"": 8808, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 164}"
corner,Corner 4D dataset canonico,200,4,39,0.044506,0.551692,1.662398,20,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 10, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 10, ""min_abs_gain_f1"": 0.04387360067635265, ""min_abs_gain_prec"": 0.04017404651924243, ""min_lift_prec"": 1.2966777070835154, ""min_rel_gain_f1"": 0.05068648489561084, ""min_support"": 7, ""rng_seed"": 2504, ""sample_limit_per_r"": 1400, ""union_max_pairs_per_bucket"": 150}"
corner,Corner 4D dataset canonico,200,4,40,0.061959,0.551692,1.662398,16,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 8, ""2"": 8}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.00638448647112328, ""min_abs_gain_prec"": 0.029027200617195492, ""min_lift_prec"": 1.1075064151942808, ""min_rel_gain_f1"": 0.05880017266867158, ""min_support"": 6, ""rng_seed"": 3440, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 86}"
corner,Corner 4D dataset canonico,200,4,41,0.041325,0.551692,1.662398,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 11, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 12, ""min_abs_gain_f1"": 0.018886444308814743, ""min_abs_gain_prec"": 0.024828059534153887, ""min_lift_prec"": 1.2183877146769198, ""min_rel_gain_f1"": 0.019820656039914376, ""min_support"": 14, ""rng_seed"": 395, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 68}"
corner,Corner 4D dataset canonico,200,4,42,0.041275,0.551692,1.662398,16,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 8, ""2"": 8}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.04750309835254025, ""min_abs_gain_prec"": 0.028671894406164307, ""min_lift_prec"": 1.3807367873056469, ""min_rel_gain_f1"": 0.026225777369642777, ""min_support"": 14, ""rng_seed"": 7266, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 118}"
corner,Corner 4D dataset canonico,200,4,43,0.075092,0.522419,1.702640,27,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 9, ""2"": 9, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 9, ""min_abs_gain_f1"": 0.039578952186292427, ""min_abs_gain_prec"": 0.004560305152434519, ""min_lift_prec"": 1.317951075689876, ""min_rel_gain_f1"": 0.060437587825576726, ""min_support"": 10, ""rng_seed"": 9348, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 171}"
corner,Corner 4D dataset canonico,200,4,44,0.041146,0.525357,1.674475,14,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7781364243453156, ""mean_lift_precision"": 1.036230765271988}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 7, ""2"": 7}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.030910903165813054, ""min_abs_gain_prec"": 0.004205340305749872, ""min_lift_prec"": 1.0494378436878882, ""min_rel_gain_f1"": 0.06115933990568031, ""min_support"": 14, ""rng_seed"": 2681, ""sample_limit_per_r"": 800, ""union_max_pairs_per_bucket"": 76}"
corner,Corner 4D dataset canonico,200,4,45,0.063908,0.551692,1.662398,20,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 10, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 10, ""min_abs_gain_f1"": 0.018713539787806016, ""min_abs_gain_prec"": 0.04063997836287513, ""min_lift_prec"": 1.1545504373560873, ""min_rel_gain_f1"": 0.07894452670159287, ""min_support"": 11, ""rng_seed"": 9347, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 94}"
corner,Corner 4D dataset canonico,200,4,46,0.062709,0.551692,1.662398,16,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 8, ""2"": 8}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 8, ""min_abs_gain_f1"": 0.012436207721514398, ""min_abs_gain_prec"": 0.02172259222441357, ""min_lift_prec"": 1.1387984863174485, ""min_rel_gain_f1"": 0.05670166477943613, ""min_support"": 11, ""rng_seed"": 9273, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 175}"
corner,Corner 4D dataset canonico,200,4,47,0.075803,0.522419,1.702640,30,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 11, ""2"": 10, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 13, ""min_abs_gain_f1"": 0.03405197135484545, ""min_abs_gain_prec"": 0.020011144643601243, ""min_lift_prec"": 1.1026275238040633, ""min_rel_gain_f1"": 0.059792720898520536, ""min_support"": 14, ""rng_seed"": 928, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 105}"
corner,Corner 4D dataset canonico,200,4,48,0.090856,0.522419,1.702640,30,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 11, ""2"": 10, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 11, ""min_abs_gain_f1"": 0.04849394133538196, ""min_abs_gain_prec"": 0.04455715568490356, ""min_lift_prec"": 1.0268323656607248, ""min_rel_gain_f1"": 0.001960203500495491, ""min_support"": 15, ""rng_seed"": 6190, ""sample_limit_per_r"": 1700, ""union_max_pairs_per_bucket"": 69}"
corner,Corner 4D dataset canonico,200,4,49,0.064833,0.522419,1.702640,18,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 6, ""2"": 6, ""3"": 6}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.019210091568961, ""min_abs_gain_prec"": 0.04576271708345532, ""min_lift_prec"": 1.2974692752787775, ""min_rel_gain_f1"": 0.056057079413241374, ""min_support"": 10, ""rng_seed"": 9337, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 166}"
corner,Corner 4D dataset canonico,200,4,50,0.063912,0.551692,1.662398,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 11, ""2"": 10}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 3, ""max_rules_per_dim"": 13, ""min_abs_gain_f1"": 0.013296896248211948, ""min_abs_gain_prec"": 0.012997493142713135, ""min_lift_prec"": 1.1505345871300545, ""min_rel_gain_f1"": 0.019122184910691023, ""min_support"": 15, ""rng_seed"": 7714, ""sample_limit_per_r"": 2000, ""union_max_pairs_per_bucket"": 95}"
corner,Corner 4D dataset canonico,200,4,51,0.063245,0.522419,1.702640,21,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 7, ""2"": 7, ""3"": 7}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 7, ""min_abs_gain_f1"": 0.030670759796789494, ""min_abs_gain_prec"": 0.04663642416770067, ""min_lift_prec"": 1.1731147841533414, ""min_rel_gain_f1"": 0.05833184116268044, ""min_support"": 8, ""rng_seed"": 5124, ""sample_limit_per_r"": 1100, ""union_max_pairs_per_bucket"": 158}"
corner,Corner 4D dataset canonico,200,4,52,0.039208,0.551692,1.662398,12,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 1, ""mean_f1"": 0.8571428571423673, ""mean_lift_precision"": 1.0}, ""2"": {""count"": 3, ""mean_f1"": 0.40215053763408726, ""mean_lift_precision"": 2.0134680134680134}}","{""1"": 6, ""2"": 6}","{""consider_dims_up_to"": 2, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.04936380646574723, ""min_abs_gain_prec"": 0.02970653576760676, ""min_lift_prec"": 1.068662587530376, ""min_rel_gain_f1"": 0.0650337131317648, ""min_support"": 11, ""rng_seed"": 6970, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 135}"
corner,Corner 4D dataset canonico,200,4,53,0.050005,0.527926,1.691230,18,"{""0"": {""count"": 3, ""mean_f1"": 0.38874609187077874, ""mean_lift_precision"": 1.9303681570407292}, ""1"": {""count"": 3, ""mean_f1"": 0.7781364243453156, ""mean_lift_precision"": 1.036230765271988}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 6, ""2"": 6, ""3"": 6}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 1, ""max_planes_per_pair"": 1, ""max_rules_per_dim"": 6, ""min_abs_gain_f1"": 0.00669260594003166, ""min_abs_gain_prec"": 0.0037679530176231157, ""min_lift_prec"": 1.015332066282529, ""min_rel_gain_f1"": 0.003908927543243319, ""min_support"": 7, ""rng_seed"": 9860, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 144}"
corner,Corner 4D dataset canonico,200,4,54,0.073931,0.522419,1.702640,29,"{""0"": {""count"": 3, ""mean_f1"": 0.39578386035047197, ""mean_lift_precision"": 1.9737267844431503}, ""1"": {""count"": 3, ""mean_f1"": 0.7545787545782613, ""mean_lift_precision"": 1.0271002710027102}, ""2"": {""count"": 3, ""mean_f1"": 0.4168944778564223, ""mean_lift_precision"": 2.107092429673075}}","{""1"": 10, ""2"": 10, ""3"": 9}","{""consider_dims_up_to"": 3, ""enable_unions"": false, ""max_planes_in_rule"": 2, ""max_planes_per_pair"": 2, ""max_rules_per_dim"": 10, ""min_abs_gain_f1"": 0.0472382864941214, ""min_abs_gain_prec"": 0.012367405087159883, ""min_lift_prec"": 1.3413624823641905, ""min_rel_gain_f1"": 0.06175000579926033, ""min_support"": 12, ""rng_seed"": 2048, ""sample_limit_per_r"": 500, ""union_max_pairs_per_bucket"": 159}"
