variant,runtime_s,global_f1,global_lift_precision,total_regions,report
find_low_dim_spaces,8.936436365999953,0.6386906978556341,1.6352532334770435,248,experiments_outputs/ab_test_reports/find_low_dim_spaces_top3.txt
find_comb_dim_spaces,48.75027332200011,0.737706490449384,1.3291053095307315,1847,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top3.txt
