variant,runtime_s,class_id,rank,region_id,precision,recall,f1,report
find_comb_dim_spaces,10.661811604999457,0,1,rg467d2f42ba,0.6737400530503979,0.8523489932885906,0.7525925925925926,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,0,2,rga092a8a9b2,0.6923076923076923,0.8154362416107382,0.7488443759630199,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,0,3,rg66df447296,0.6501240694789082,0.8791946308724832,0.7475035663338088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,0,4,rgeda17e320d,0.7116564417177914,0.7785234899328859,0.7435897435897435,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,0,5,rg30cb04fb03,0.7366666666666667,0.7416107382550335,0.7391304347826088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,1,1,rg2dacd5043a,0.6445623342175066,0.804635761589404,0.7157584683357879,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,1,2,rg926b06bf60,0.6228287841191067,0.8311258278145696,0.7120567375886526,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,1,3,rg4a57ef7393,0.6609686609686609,0.7682119205298014,0.7105666156202143,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,1,4,rgfdaf431492,0.6004672897196262,0.8509933774834437,0.7041095890410959,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces,10.661811604999457,1,5,rg82d9f1b1ee,0.6779141104294478,0.7317880794701986,0.7038216560509554,experiments_outputs/ab_test_reports/find_comb_dim_spaces_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,0,1,rg467d2f42ba,0.6737400530503979,0.8523489932885906,0.7525925925925926,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,0,2,rga092a8a9b2,0.6923076923076923,0.8154362416107382,0.7488443759630199,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,0,3,rg66df447296,0.6501240694789082,0.8791946308724832,0.7475035663338088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,0,4,rgeda17e320d,0.7116564417177914,0.7785234899328859,0.7435897435897435,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,0,5,rg5327d2cd7a,0.7366666666666667,0.7416107382550335,0.7391304347826088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,1,1,rg2dacd5043a,0.6445623342175066,0.804635761589404,0.7157584683357879,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,1,2,rg926b06bf60,0.6228287841191067,0.8311258278145696,0.7120567375886526,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,1,3,rg4a57ef7393,0.6609686609686609,0.7682119205298014,0.7105666156202143,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,1,4,rgfdaf431492,0.6004672897196262,0.8509933774834437,0.7041095890410959,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_seed,11.742405404999772,1,5,rg82d9f1b1ee,0.6779141104294478,0.7317880794701986,0.7038216560509554,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_seed_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,0,1,rg0e820555f2,0.6737400530503979,0.8523489932885906,0.7525925925925926,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,0,2,rge61c68d8f0,0.6923076923076923,0.8154362416107382,0.7488443759630199,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,0,3,rg5f00f9cd4f,0.6501240694789082,0.8791946308724832,0.7475035663338088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,0,4,rg55d34eceb1,0.7116564417177914,0.7785234899328859,0.7435897435897435,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,0,5,rgcdf9e13f07,0.7366666666666667,0.7416107382550335,0.7391304347826088,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,1,1,rg2780f2a411,0.6445623342175066,0.804635761589404,0.7157584683357879,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,1,2,rg448d40bd8b,0.6228287841191067,0.8311258278145696,0.7120567375886526,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,1,3,rgbae6c8fbe3,0.6609686609686609,0.7682119205298014,0.7105666156202143,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,1,4,rg8ead2ae813,0.6004672897196262,0.8509933774834437,0.7041095890410959,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_rank,6.57522167299976,1,5,rg05c472d8d5,0.6779141104294478,0.7317880794701986,0.7038216560509554,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_rank_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,0,1,rgd2ad50d328,0.49666666666666665,1.0,0.6636971046770601,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,0,2,rg16ce602c7d,0.51875,0.8355704697986577,0.6401028277634963,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,0,3,rg394a788d87,0.5220264317180616,0.7953020134228188,0.6303191489361702,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,0,4,rg4b654f16c3,0.5266666666666666,0.5302013422818792,0.5284280936454849,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,0,5,rg69c3a3dbb0,0.5291970802919708,0.4865771812080537,0.506993006993007,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,1,1,rgee8e52cfcd,0.5666666666666667,0.9006622516556292,0.6956521739130436,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,1,2,rgc766e216eb,0.5726872246696035,0.8609271523178808,0.6878306878306878,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,1,3,rgfd7b924f47,0.5033333333333333,1.0,0.6696230598669622,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,1,4,rg98761eed13,0.575682382133995,0.7682119205298014,0.6581560283687944,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
find_comb_dim_spaces_hessian_filter,4.954615852000643,1,5,rgea8ae0bf0f,0.575682382133995,0.7682119205298014,0.6581560283687944,experiments_outputs/ab_test_reports/find_comb_dim_spaces_hessian_filter_top5.txt
