config_id,dataset_time_s,dataframe_time_s,dataframe_rows,model_time_s,deldel_time_s,planes_weighted_time_s,num_weighted_planes,planes_all_modes_time_s,num_all_mode_planes,selection_time_s,selection_size,total_time_s,config_json
baseline,0.0025433910000174365,0.005109452999931818,1760,0.14193001500007085,0.3897332090000418,0.003109202999894478,4,0.8259078480000426,12,0.03314006900018285,5,1.4014731880001818,"{""dataset"": {""n_per_cluster"": 220, ""std_class1"": 0.45, ""std_other"": 0.8, ""a"": 3.0, ""random_state"": 0}, ""model"": {""n_estimators"": 40, ""random_state"": 0, ""n_jobs"": -1}, ""deldel"": {""segments_target"": 120, ""random_state"": 0, ""log_level"": 30}, ""change_point"": {""enabled"": false}, ""planes_weighted"": {""prefer_cp"": true, ""weight_map"": ""softmax""}, ""planes_all_modes"": {""mode"": ""C"", ""min_cluster_size"": 10, ""max_models_per_round"": 6, ""seed"": 0}, ""selection"": {""max_k"": 10, ""min_improve"": 0.001, ""feature_names"": null, ""dims_for_text"": [0, 1], ""min_region_size"": 25, ""min_abs_diff"": 0.02, ""min_rel_lift"": 0.05}}"
more_clusters_high_detail,0.0019964479997724993,0.004236473999753798,2560,0.17237310300015452,0.936158794000221,0.0035313869998390146,4,0.004289929999686137,15,0.00021170299987716135,5,1.122797838999304,"{""dataset"": {""n_per_cluster"": 320, ""std_class1"": 0.4, ""std_other"": 0.75, ""a"": 3.25, ""random_state"": 1}, ""model"": {""n_estimators"": 60, ""max_depth"": 12, ""random_state"": 1, ""n_jobs"": -1}, ""deldel"": {""segments_target"": 180, ""random_state"": 1, ""log_level"": 30}, ""change_point"": {""enabled"": true, ""mode"": ""generic"", ""base_samples"": 64}, ""planes_weighted"": {""prefer_cp"": false, ""weight_map"": ""uniform""}, ""planes_all_modes"": {""mode"": ""B"", ""min_cluster_size"": 12, ""max_models_per_round"": 8, ""seed"": 4}, ""selection"": {""max_k"": 12, ""min_improve"": 0.0005, ""feature_names"": null, ""dims_for_text"": [0, 2], ""min_region_size"": 35, ""min_abs_diff"": 0.015, ""min_rel_lift"": 0.04}}"
faster_setup,0.0028355539998301538,0.00445695300004445,1280,0.08841039900016767,0.27120780299992475,0.001360825000119803,4,0.44338578599990797,12,0.0059350700003051315,5,0.8175923900002999,"{""dataset"": {""n_per_cluster"": 160, ""std_class1"": 0.55, ""std_other"": 0.9, ""a"": 2.75, ""random_state"": 7}, ""model"": {""n_estimators"": 30, ""max_depth"": 10, ""random_state"": 7, ""n_jobs"": -1}, ""deldel"": {""segments_target"": 90, ""random_state"": 7, ""log_level"": 30}, ""change_point"": {""enabled"": false}, ""planes_weighted"": {""prefer_cp"": true, ""weight_map"": ""softmax""}, ""planes_all_modes"": {""mode"": ""C"", ""min_cluster_size"": 8, ""max_models_per_round"": 4, ""seed"": 11}, ""selection"": {""max_k"": 8, ""min_improve"": 0.002, ""feature_names"": null, ""dims_for_text"": [0, 1], ""min_region_size"": 20, ""min_abs_diff"": 0.03, ""min_rel_lift"": 0.06}}"
